texto,rotulo
"comprei dia 09 de dezembro de 2017 com previsão de entrega até dia 22 de dezembro até hoje dia 04 de janeiro de 2018 as 17:30hs não recebi já reclamei 3 vezes e se quer deram satisfação! se não querem ser enganados como eu fui ,então não comprem.",1
Enquanto nova tá funcionando bem. Minha duvida vai ser quando a borracha do vidro precisar de reposição.  Mas é muito boa a barata.,4
"Tela num tamanho bom, muito rápido e bem leve. Recomendo muito esse produto.",5
"MUITO LEVE E PRATICO FÁCIL DE LEVA, ÓTIMO PRA TRABALHOS DE FACULDADE.",5
Meu sobrinho amou ele tem apenas 1 ano produto atende as necessidades,3
"Excelente produto, ótimo custo benefício, atendeu minhas expectativas e necessidades.",5
"Este é um bom produto para cabelos tingidos. Nutre, dá brilho e ajuda a eliminar o frizz dos cabelos. Recomendo.",4
Só demorou para chegar mais o produto é ótimo.  Super recomendo a aquisição.,4
Só não recebi até agora a nota fiscal.  Não veio anexa ao produto.  Não veio via email.  Então não sei como e quando virá.  Idérito,4
"Fiz a compra de uma faca:Faca Do Chef Lâmina Longa 8 Aço Inox Linha Zwilling Pro - Zwilling,pelo site das lojas americanas,vendida e entregue pela tool box,  porem recebi uma faca:Faca Chef 8” Zwilling Gourmet Zwilling J.A. Henckels,produto inferior e diferente ao anunciado tanto pelo nome como pelas fotos no anuncio.",1
"Ótima, amei mais uma vez Americanas arrasando na entrega. Produto de otima qualidade recomendo muito.",4
"Produto conforme anunciado, este é meu único comentário",4
"Comprei o produto para ser entregue dia 22/12, pois era um presente de papai noel. Dia 19/12 a transportadora informou que houve uma tentativa de entrega e que não havia ninguém em casa. Sendo que tinha. Tentei contato via telefone e internet inúmeras vezes, sem sucesso. Haviam inúmeras reclamações da transportadora na internet sobre o mesmo problema. Abri um chamado no reclame aqui e me deram o prazo de resposta depois do Natal. O que não adiantaria nada. O produto chegou antes do Natal, porém o atendimento e prestação de serviço foi péssima e fez com que eu ficasse muito insatisfeita, preocupada com o presente, corresse em shopping para procurar outra (plano B).",2
"Caros Srs., Não era produto original como mencionado na descrição do produto. Produto com acabamento ruim e pior uma das saídas da fonte de alimentação está com defeito, no caso a saída de 12 VDC. Aproveitando a oportunidade deste espaço, vou reiterar comentários que fiz em outra avaliação. Enviaram a mercadoria para o estado de MG e não RJ onde moro, porém na verdade creio que sequer havia o produto para entrega e usaram um ardil, enviando o produto para outro endereço que sequer existia conforme relatório de rastreio dos Correios.  Com certeza para ganhar tempo e receber o valor de pagamento do produto pela administradora de cartão de crédito. O valor foi estornado, porém, acabou gerando decepção com o ocorrido devido a expectativa de minha filha ter o celular que havia escolhido. A Americanas tem que melhorar a avaliação de seus parceiros, por ser co-responsável em disponibilizar seu espaço para os mesmos e estes eventos estão comprometendo a segurança e confiabilidade que eu tinha em realizar as compras pelo site de sua empresa. Certo que são capazes de reverter estas ocorrências. Sinceramente, Claudio Moreira.",1
"avaliacao de que ?! se o produto nao foi entregue, pessimo atendimento.",1
"Minha esposa comprou 02 escovas, a da amiga dela veio funcionando, mas a da minha esposa não funcionou. Vamos ver se a americanas vai tratar do processo de troca ou devolução rápido como foi a entrega, só depois darei minha avaliação final. Pedido 02-658673268",1
"O aparelho é muito bonito, leve e as câmeras são ótimas. Porém  a saída de som na lateral superior facilita o interrompimento do som dependendo da forma como seguramos o aparelho.",4
"Eu não fui buscar o produto no endereço, porém já fui informado que chegou, minha avaliação é sobre a rapidez da entrega e não do produto visto e testado. Obrigado",5
Excelente para fazer traçados e acabamentos. Não mancha o papel pois seca bem rápido. Recomendo.,5
"É ótimo, porém não veio com nota fiscal! É bem útil, prancha mesmo sendo réplica esquenta e alisa bem. E o modelador é ótimo tbem.",3
A porta so ficou pegando ao fechar nao sei se foi por motivo da montagem! Mais e muito bom espaçoso.,3
"Não gostei , qualidade horrível paguei mais de 40,00 por um produto que na minha opinião não vale nem 5,00",1
"Comprei esse microondas na black friday e depois que eu paguei o boleto vocês confirmaram a compra e simplesmente cancaelaram a venda. Alias, péssimo serviço de atendimento. Por mais que tentemos resolver as coisas nunca se resolve. Quero meu dinheiro de volta.",1
"ASUS surpreendeu pela câmera de alta resolução que embeleza, os níveis de segurança permissionados e os apps de proteção e melhoria do aparelho. Estou adorando!",4
"Gostaria muito desse copo,mas o frete no valor de r$4,69 atrapalhou a negociação",3
Em relação ao preço o brinquedo  é muito bom.  Funciona direitinho em curta distancia.,3
"Previsão de entrega dia 02/1 e até gora nada. Atendimento por telefone NÃO funciona não acham o pedido e não tem como falar com nenhum atendente. PÉSSIMO PÓS-COMPRA. Já registrei no RECLAMEAQUI. Se não responderem até segunda-feira, vou pedir a devolução do dinheiro.",1
"A ENTREGA FOI OTIMA E COM RAPIDEZ. O PRODUTO VEIO EMBALADO A CONTENTO, APROVO E RECOMENDO",5
Parabéns a lojas Americanas pela entrega sempre rápida e eficiente. O produto atende as minhas necessidades.,3
"Produto igual à da imagem, chegou no tempo esperado e sem nenhum problema.",5
"Quando comprei, pensei que era um TV Smart. Comprei sem prestar atenção nas descrições do produto. Mesmo assim, produto atendeu bem as expectativas e como tenho Chromecast o problema de não ser Smart foi parcialmente resolvido.",3
produto muito bom!! excelente design!! faz tudo o q foi prometido,5
Ótimo  muito fácil  e versátil. Recomendo a compra......................,5
"Super 10!!!!. Um produto que eu recomendo para quem viaja muito e precisa de espaço na mala, além disso é pequeno, prático e leve sem perder sua potência. Eu recomendo.",4
Produto de qualidade adequado à prática de atividades físicas.,5
"ESTOU ENTRANDO EM CONTATO COM O RECLAME AQUI PARA VER SE TENHO ALGUM RETORNO DE VOCÊS, O PRODUTO ESTAVA PREVISTO PARA SER ENTREGUE ONTEM, E ATÉ AGORA NÃO CHEGOU. IMPOSSÍVEL TOLERAR UM ATRASO, SENDO QUE A NOTA FISCAL FOI EMITIDA DESDE O DIA 29/11 E ATÉ HOJE NÃO SAIU DESSE STATUS",1
Produto muito bom custo beneficio é ótimo a entrega foi antes do prazo .gostei e indico,4
"É um bom celular. Câmeras boas, mas senti falta da estabilização óptica. Bateria boa, tela também. O único ponto que deixou um pouco a desejar foi que logo nos primeiros dias o celular já começou a dar umas travadas. Não esperava isso da linha A",3
"O Smartphone Moto G 5S Dual Chip Android 7.0 Tela 5.2"" Snapdradon 32GB 4G Wi-Fi Câmera 16MP - Prata é muito bom, indico a todos..",4
Nao  recebi esse produto estou a dias procurando noticias do envio sem retorno. Por favor informem a previsao . Aqui esta como entregue mais nao houve a entrega .,1
"comprei ela instalei no carro e depois de 6 meses comecou a travar e desligar sozinha , levei em uma equipadora , o tecnico disse que niguem mexe , agora fiquei no prejuizo.",1
"recebi o produto e ele não está funcionando, mas a empresa que vendeu (JP CELL) deu um retorno surpreendente rápido se dispondo a trocar ou devolver o dinheiro. Estou optando por receber outro produto novamente",1
"Funcionamento perfeito! Comparada com produtos similares, é a melhor do mercado. Insuperável em todos os quesitos, vale cada centavo!",5
"produto de excelente qualidade, superrecomendo, atingindo meus objetivos,",5
Só tinha 2 peças.com pequeno defeito mas de resto é maravilhoso,4
"Produto bonito e eficiente, atende as espectativas.",4
"Tudo certo. Produto bom, entrega no prazo. O primeiro produto apresentou defeito e foi realizada uma troca, o atendimento foi ótimo e a troca ocorreu sem burocracia e rapidamente. O novo produto chegou no prazo e atende plenamente às expectativas. Recomendo.",4
"Correspondeu às minhas necessidades, único ponto fraco e um pouco pesado talvez pelo fato do motor mais potente, e os botões que você tem que ficar segurando, mas de resto não tenho o que dizer de negativo",4
o produto é ótimo a entrega foi rápida estou muito satisfeita,5
"É coerente com a finalidade que se destina, tudo que foi proposto pelo fornecedor foi encontrado",4
"Por apenas R$1994.20,eu consegui comprar esse lindo copo de acrílico.",4
"Bom liquidificador, porem achei que tinha velocidade mais rapida, copo de bom tamanho....",4
"O produto não funciona com chip, já pedi devolução do meu dinheiro e até agora não houve contato por parte do fornecedor.",1
Produto apresenta uma boa qualidade até o momento e vem atendendo a minha expectativa.,4
Ótimo produto prático no começo e meio complicadoas qiamdo pega o jeito e b demais..,4
"Cumpre o que promete, super prático e a dor é suportável.",5
"É preciso dar tempo ao tempo, pra avaliar melhor.Mas espero que dure conforme as expectativas, ok ?",3
"O produto atende aos meus propósitos tais  como: rapidez,praticidade,mobilidade,eficiência.  Recomendo!",5
Ótimo custo benefício Comprem sem medo. Ótimo custo benefício,4
Só achei que viria com controle remoto. Deveriam incluir esse item.,3
"Comprei este produto e ele definitivamente não protege nada, é transparente mesmo, então não comprem, melhor usar uma fralda pendurada na janela.",1
"Imagem perfeita, era tudo o que eu queria para assistir filmes, alguns seriados e filmes que eu já tinha assistido me dão outro tipo de sensação assistindo nessa TV, até filmes e imagens antigas ficam diferenciadas, 4k é outro nível, recomendo.",5
Bom dia ainda não recebi o produto e nem foi gerado a nota fiscal. Já realizei uma reclamação anterior.   Fico no aguardo da resposta.,1
"Mesmo que nas características do produto esteja indicado, na descrição principal teria que dizer que é de 2017. seria bem mais simples para os compradores se fossem mais claras as descripcoes nos cadastros que vocês fazem.",1
"Produto ótimo, de qualidade.  Só demorou mt a chegar, mas de resto, não tenho do que me queixar!",5
Estou utilizando o hd faz uma semana e está funcionando conforme esperado. Recomendo.,5
Ótimo custo/benefício. Pelo preço pago o produto vale muito a pena.,3
Não sei informar a qualidade do produto pois não o recebi! Pela segunda vez consecutiva as lojas americanas não me entregou o produto dentro do prazo!!!,1
"O boneco ate recomendo , so que a pilha estava totalmente vazada dentro da caixa e estava uma nojeira. E quanto a compra nas Lojas Americanas eu recomendo,  deveriam abrir as caixas antes de entregar o produto pois se tivessem feito isso teriam trocado as pilhas com certeza.",3
"O produto é bom, de fácil montagem, e aparentemente de boa qualidade. A entrega que demorou um pouco mais que o previsto.",3
"Todas as peças em ótimo estado, bem embalado e prazo. Preços acessíveis isso é um fator importante quando faço pesquisa de preços e acabo comprando nas americanas.",4
"Os dois braços são do lado esquerdo, ficando esteticamente muito feio de um lado",1
Produto cumpre muito bem o que promete. Recomendo.,5
"MUITO LEVE E PRATICO FÁCIL DE LEVA, ÓTIMO PRA TRABALHOS DE FACULDADE.",5
"BOM O PRODUTO, CONFORME O ANUNCIADO E CHEGOU BEM RAPIDO",3
"Produto bom, de baixo custo, com material de baixa qualidade. Ziper é sensível, se não tomar cuidado pode estragá-lo.",3
sempre quiz uma dessa ... e agora foi um dos meus presentes de casamento... a pipoca fica grande e gostosa... sem contar q nao precisa de oleo p fazer e a entrega super rápida... resumindo Amei,5
"Chegou muito rapido, antes do esperado...e o produto funciona perfeitamente!!! Exatamente o que eu precisava.",5
Eu recomendo pois chegou rápido e foi de qualidade.,5
"Vamos dizer q é uma ""mão na roda"" como se diz kkkk. Um ótimo produto, pois ajuda na limpeza, como tbm ajuda na saúde. Pois não causa problema na coluna, movimentos do Mop facilita nossa vida.",4
"O desenho, a cor, potência, tudo muito bonito e bom.",4
Produto de boa qualidade... Adorei e a entrega foi rápida.,5
"Não esta funcionando, estou aguardando o retorno das lojas americanas.",1
"Máquina excelente pelo preço. Não deixou a desejar em nada, silenciosa.",5
"Ainda não tive tempo de utilizar bem a chapinha, mas parece ser um bom  produto. Chegou no prazo, funciona bem.",3
"O produto no anuncio diz que tem 1,65 de largura e quando chegou o mesmo tem 1,95. Vc compra para um determinado espaço e não consegue utilizar o produto.",1
"Muito boa. Parece de brinquedo, mas funciona muito bem. Aprovadíssima.",5
"Produto muito bom , já utilizei , além de prático é também resistente .              Apenas a mola da trava poderia ser um pouco mais  "" Robusta "" .",5
"Incrível o descaso com o consumidor. O produto não chegou, apesar de já ter sido pago. Não recebo qualquer informação sobre onde se encontra o produto, ou qualquer compensação do vendedor.  Não recomendo.",1
"Produto muito pequeno, não vale o preço sugerido, a imagem no site não demonstra boreal tamanho do produto",2
foi indicado por uma enfermeira da vascular do hospital dos servidores do rj pela gravidade do meu curativo e foi muito bom se precisar usarei outras vezes.,5
"produto muito bom  o que deixou a desejar é na entrega que não veio embalado para melhor segurança do produto, veio apenas em sua embalagem normal( acredito que seja contenção de Custos da Americanas).",4
"Excelente celular, as fotos são de qualidade perfeita",5
"Produto recebido como combinado , a loja esta de parabens, produto recebia na data correta , grato pela atenção   Mário",4
"MUITO LEVE E PRATICO FÁCIL DE LEVA, ÓTIMO PRA TRABALHOS DE FACULDADE.",5
"SUPER DIVERTIDO , FUNCIONA MUITO BEM , RECOMENDO. VALE A PENA.",4
"ÓTIMO PRODUTO, ENTREGA SUPER RÁPIDA E ÓTIMO ATENDIMENTO DE INTERNET. RECOMENDO A MASTERTRONIC PELA SUA EXCELENCIA.",5
"Estou gostando muito do aparelho, super recomendo.",5
Excelente produto para utilização em sistema de DVR de até 8 canais.,5
O ruim é que não mantem o café quente...tem que fazer e beber na hora!,2
Esse preço tá um pouco acima do normal né?  Esse preço tá um pouco acima do normal né?,5
"produto bom  , faz o que promete , para uso domestico nao profissional .",3
"Está funcionando perfeitamente, é só baixar jogos e se divertir....",3
"Pouca memória, câmera de baixa qualidade, processador lento. Não foi possível instalar nem 1/5 dos App que eu costumava usar. Realmente somente um quebra-galho.",1
Atendeu perfeitamente as expectativas da minha esposa,5
"Minha filha adorou a bebê Tata, está encantada. Eu também achei muito lindinha, gostaria só que fosse um pouco maior.",3
"Chegou no prazo correto !!  Excelente produto, exatamente como a propaganda.",5
"Eficiente, bom, ótimo, gostei. Não sei mais o que dizer.",5
"horrível produto falso e veio semi aberto, péssimo...decepção pra minha filha!",1
"Bom dia, Quanto ao produto, não posso dizer nada. QUERO COMUNICAR QUE NO DIA 25/11/2017, PAGUEI POR KIT COM 03 FRASCOS E ATÉ AGORA NÃO RECEBI, QUEM ESTIVER DUVIDANDO ENTRE CORREIOS RASTREAMENTO PP151336134BR. PRIMEIRO, DEMORARAM MUITO A POSTAR O KIT NOS CORREIOS E EU SEMPRE ENVIANDO E-MAIL, TELEFONANDO SEM RESPOSTA. ATÉ QUE POSTARAM, MAS NÃO RECEBI, NÃO TENHO RESPOSTA DA LOJA AMERICANAS, NEM DA OMNIA VITA SOBRE O PRODUTO. NÃO COMPREM POR INTERNET.",1
"Recomendo esse produto, achei o material de boa qualidade e com preço bom!",5
"Minha esposa gostou muito do presente: ""o produto é ótimo e foi rápida a entrega, bem antes do previsto"".",5
Produto chegou bem antes do Prazo... Camera Maravilhosa Super Indico... Ameiiii...,4
"Muito bom, meu filho adorou e chegou antes do previsto.",5
"Achamos que seria maior kkk, mas pelo preço tá ótimo.",4
A qualidade é incrivel porém não cabem nem uma medida de massa de bolo de caixinha.,3
O produto atende ao esperado. Entrega antes do prazo! Muito bom!,5
"É um teclado de bom tamanho, de teclas macias, boa visibilidade, só falta um apoio de borracha para não escorregar na mesa. Isso eu tive que comprar.",4
Além da entrega antes do prazo estabelecido o produto é de excelente qualidade.,5
"Entrega super rápida,chegou bem antes do prazo.Produto excelente,de ótima qualidade.",5
otima eu recomendaria  o produto com toda certeza.  muito boa e reforçada,5
Infelizmente não posso avaliar um produto que ainda nao recebi !!!,2
"Parece ser bom, ainda não usei. Chegou antes do prazo, entregar super rápida",3
"Tudo dói excelente, desde a compra até a entrega!!! Recomendo!!!",5
É um ótimo produto e teve uma ótima entrega eu recomendo a tv pelo produto e pela excelente entrega.,4
"Ótimo produto, de boa qualidade e muito eficiente.",5
Uma  loja que não honra com seus compromissos porem comprei esse radio dia 28/11/17 porem foi marcado a entrega p 15 de dezembro não cumprindo e logo marcando p dia 27 de dezembro que também não entregou e hj e dia 4 de janeiro e ate o momento não houve a entrega e nenhuma explicação e ainda mandaram um link p avaliar um produto que não chegou .,3
"Possui um ótimo custo x benefício comparado com outras mochilas. Fiquei muito satisfeito. Preciso ressaltar que o fecho precisa ser manuseado com cuidado, pois não é extremamente resistente.",4
"Impossível avaliar um produto no qual ainda não recebi, fiz o pedido em  03/12/17 em 04/12/17 a nota fiscal foi emitida e preparado para envio, já faz 30 dias que espero e a mercadoria ainda não foi nem para transportadora, a previsão ainda é para dia 29/01/18",1
"Ótimo atendimento, chegou antes da data, produto em perfeitas condições, parece bem maior que nas fotos. Até agora gostei muito.",4
"Comprei esse produto (Dezembro de 2017) e com menos de 1 mês de uso, já desgostei. Não faz espelhamento pelo telefone. App do Youtube é do tempo das cavernas e não tem a opção de fazer login (logo, não conecta com o celular). Imagem apesar de falar que é fullHD, não é boa.  Teclado para pesquisa na internet trava e desaparece. Alternando da entrada AVI para cabo, imagem não aparece, precisando fazer o processo novamente até dar certo. Não tem atualização disponível para melhora do sistema de fábrica. Só aceita configuração da TV fora da Smart. Som é ruim, parece apresentar eco. A Aptoide, não tem nenhum app que vale a pena instalar. Não se iluda com o preço, pq o que é oferecido, não é entregue.",1
Atende perfeitamente minhas necessidades do meu dia a dia,4
Adorei muito o meu produto e amei e recomendo a qual que pessoa a compra pelo sait da americanas,4
Aparelho entregue e funcionando corretamente conforme esperado! Otimo equipamento!,4
"Bonito e bem feito. Valeu à pena! Blá,blá..................",4
Excelente. Recomendo. Livro interessantíssimo.  Bem lúdico.,5
Esse celular não vale nada a bateria não vale nada descarrega sozinha quando estar usando esquenta tanto que faz medo espludi foi a pior compra da minha vida se eu tivesse condições quebrava ele em mil pedaços e comprava outro de qualquer marca menos Motorola,1
"Ótimo atendimento, e ainda chegou antes do prazo! !!!",4
"Alto falante ótimo, som limpo e estalação simples, já vem com parafusos.",5
"excelente produto, mantem a criança entretida e dá para montar de acordo com a imaginação também.",5
Comprei e aprovei recomendo!.......................,5
"Esse produto é ótimo. Recomendo, entrega super rápida",4
Não e original. totalmente diferente não faz efeito nenhum.,1
"péssimo, até agora não fomos reembolsado do produto comprado em 11/12.",1
A gaita é exatamente o que eu esperava. Recomendo a todos.,5
"Boa tarde , olha não tenho muito oq avaliar comprei meu produto está pra ser entregue dia 16/01 porem ainda está aguardando nota fiscal . e aposto q este produto quando der o dia da entrega eles vão falar q está indisponível.",1
poder comprar a coleção por um preço mais  em conta é uma opção excelente.,4
"Mto bonitos, de acordo com o esperado.  Bom acabamento.  Material bom",4
Amei o produto....comprem Se você é daqueles que lê os comentários eu tbm faço isso por isso comprei :) Eu ia pagar para montarem Porem meu marido seguiu o passo a passo pelo Youtube e pela primeira vez não sobrou parafuso...rsrs Produto de ótima qualidade Se tivesse como mandar a foto eu mandaria para ver como ficou no Quarto do meu filho. https://www.youtube.com/watch?v=Zu9R24sJm6Y Esse é o link da montagem,5
"A pipoqueira faz a pipoca muito rápido, porém a pipoca fica meio murcha e sem graça no geral.",2
"Compra feita na primeira semana de dezembro, com entrega previsto para dia22/12... Ainda não chegou... Vergonha. E pede para eu avaliar???",1
Produto muito bom e a entrega foi muito rápida e boa.,4
Procurei um carrinho com bateria para ficar livre das pilhas. A bateria demora a carregar e dura 5 minutos. O presente de Natal foi uma frustação. Não  recomendo o brinquedo.,1
"tudo em ordem. obrigado pelo presente de natal. Fez minha prima feliz demais. dentro do prazo, melhor impossível.",5
"Produto entregue danificado, amassado. E a solução está demorando. Atendimento telefônico péssimo,  só por secretaria eletrônica,  não se consegue falar com uma pessoa.  Porcaria",1
"A empresa responsável pela produção desse DVD (Strings music/Sam Records) é simplesmente, e absolutamente, uma grande droga, uma irresponsável, uma exploradora. Ela se aproveita da boa vontade do consumidor para lhe explorar, lhe fazendo de palhaço, de imbecil. Você quer assistir esse show (do Depeche, rock am ring)? Assista pelo youtube. Quer tê-lo? Baixe pelo youtube. Lá há várias edições SEM FALHAS. Isso mesmo, consumidor, no youtube tem esse show SEM FALHAS. Porém, essa porcaria de DVD apresenta VÁRIAS - DIVERSAS - FALHAS ao longo de todo o show. Um produto muito mal produzido, muito mal gravado, por essa droga de empresa. E isso serve para os DOIS DVDS lançados por essa droga de empresa: depeche mode em dobro, e também, Electronic Music com Pet Shop Boys e Depeche Mode. Quanto a esse último DVD (Pet Shop Boys e Depeche Mode), como se não bastasse a mesmíssima gravação mal feita, péssima, do mesmo show do outro DVD, ainda tem também falhas no show do pet shop boys (como se isso fosse alguma novidade, né) / (surpreso com isso?). Portanto,  eu recomendo que NÃO comprem esses DVDS (depeche mode em dobro, e, depeche mode e pet shop boys) porque a (porcaria, a droga, da) empresa que produziu isso não sabe nem fazer uma gravação, e lança DVDS CHEIOS de falhas.",1
"Fiz a compra do produto errada, tentei fazer a devolução do produto, mas não obtive apoio. Estou com o produto sem uso porque não é o mesmo do que eu queria. Neste caso, não estou satisfeita com o produto.",1
"Lindo. Minha filha amou o presente. Ela tem só dois anos, e levou só uma hora para aprender a mexer nos botoes certo.",5
Me arrependi de comprar  Qualidade muito baixaaaaaaaa,2
Barato e cumpre o que promete. Resistente  para a carga que é projetado.,5
Pratico e funcional. Fácil instalaçao e boa iluminaçao.,4
Fica difícil indicar e avaliar bem uma empresa que entrega o produto errado.,2
Produto chegou antes da data prevista.excelente produto!,4
Fiz a aplicação como recomendado e não vi o efeito prometido.,2
"notte muito bom, rapido, bonito eficiente ....................................................................",3
"Entrega rápida, produto excelente e em um bom preço.",4
"Antes com travesseiro comum, eu acordava com dores no pescoço e passava pra cabeça, agora acordo sem dores. Este produto foi muito bom pra mim, parabéns recomendo.",4
"Atende as necessidades, creio apenas que poderia ser feito com um material mais firme, mas de uma maneira geral não tenho do que reclamar.",4
"Apesar de ter lido várias reclamações acerca da Empresa parceira das Americanas, o que me fez realmente tentar cancelar a compra a fim de evitar ter um desgaste ainda maior. Mas não consegui cancelar a tempo do produto chegar.   Mas para a minha surpresa (sentimento que não deveria existir) o produto enviado foi sim o original. Consegui constatar uma vez que já conhecia o produto.",5
A transportadora escolhida não entrega o produto e coloca no site que faz tentativa sem ter vindo na casa. Quero que eles provem que vieram. A não ser que o caminham fica invisível na frente das câmeras. Não recebi ainda mas sei que a geladeira é top. Vale muito a pena!,5
"Pontualidade na entrega amei,indico o produto ,foi tudo ótimo",4
Manual confuso genérico sem detalhes da montagem. Falta parafusos  Além da demora de 1 mês além do prazo na entrega  Resumindo : péssimo atendimento,2
"Entrega muio demorada e quando solicito o cancelamento a loja so responde após o despacho do produto, dificultando assim o processo de cancelamento.  Fora isso, o violão possui um péssimo acabamento, no meu caso a pestana por exemplo foi colada totalmente desalinhada prejudicando o som das cordas.",1
Produto bom. Achei apenas o cinto do Centro ruim de fechar pois fica junto com o local onde a criança põe as mãos. Apos á criança estar sentada e difícil fechar.,3
"meu pedido de 27.11.2017, nº 02-655906418, não foi entregue até o dia de hoje 04.01.2018. A empresa não entrou em contato, e não consegui rastrear o pedido",1
excelente produto recomendo superou minha expectativa.,5
"Pratico faz-se tudo com rapidez, cortando do modo que você quizer.",4
"Bom dia!  Gostaria de devolver a mantegueira, porque enferrujou.Imagina vc botar manteiga numa mantegueira que se diz de inox.A  manteiga está cor de ferrugem.Dentro da mantegueira está enferrujado.Quero devolver o produto.Péssima qualidade, não indico para ninguem. O formato e o tamanho da mantegueira era exatamente o que queria, porém o material horrível.Há dois dias vejo a manteiga com cor diferente, não sabia o que era.Hoje vejo ferrugem, aff.Socorro!!!!     Marlene",1
"Atendeu as minhas expectativas. entrega rápida como sempre. Muito bom, não tive problemas até o momento.",3
Comprei um kit cuecas boxer ljk produtos  fe péssima qualidade não  comprem  americanas tinha que retirar este produtos do seu site não presta não  recomendo descostura na primeira lavagem (  observação foram todas lavadas a mão ) fica aqui  minha indignação .,1
"Horrível. Depois d um mês d espera, nao veio o produto q eu paguei, veio um outro relógio. E ainda nao devolveram meu dinheiro 1.500 reais. Q decepção, loas Americanas!!!",3
Atende as minhas necessidades e correspondeu minhas expectativas. Sem falar na entrega super rápida. Chegou antes do prazo.,4
"Fiz uma pesquisa de btus antes de fazer a compra, msm assim não refresca o sulficiente! Muito fraco, apesar do tamanho e descrição!!!",1
Atenciosamente de altíssima qualidade...  E a entrega dentro do prazo previsto...,4
"Produto recebido no prazo e de ótima qualidade, a película encaixou perfeitamente no Moto G4 Play.",4
"Pela descrição do produto deixou muito a desejar. O celular é novo e já apresentou vários problemas operacionais, mas a pior  decepção foi com a câmera de 16mp (achei que seria perfeita). As imagens saem com pessima definição, demora pra focar na imagem...enfim, muita propaganda para nada!",2
"Não posso avaliar este produto, pois simplesmente acabo de abrir o pacote das americanas, com o produto alterado! Recebi panelas da tramontina, e esse ocorreu mesmo já havendo atraso grande na entrega! Estou decepcionada c a empresa q utiliza o portal das Americanas! Não recomento de jeito nenhum a EZCONET!",1
execelente meu celular só tem 16 gb agora vou aumentar com 32gb muito bom produto,5
"Beira rio nunca me decepcionou, quando se trata de conforto é com essa marca que pode contar! Recomendo!",5
"Produto péssima qualidade,quero devolver e não consigo entrar em contato com a loja.",1
empresa muito correta e entrega rápida conforme o combinado,5
Simples e bom. Atendeu as minhas necessidades. Material bom.,4
"qualidade ok, tamanho bom. mangueira que conecta ao gas veio no tamanho errado.",2
"Graças a Americanas fiz uma excelente aquisição, muito obrigada.",5
"CONTINUO ESPERANDO PELO PRODUTO. A data prevista para receber o produto era dia 20/12, hoje é dia 4/01 e nada do produto ser entregue.",1
o produto foi entregue antes do combinado e o aparelho e otimo  enfim satisfeito!!!,4
Excelente produto. Uma graça. Minha filha está encantada com a boneca.,5
"Apesar de ser paralelo, funciona bem..................",5
Entrega dentro do prazo! Recebi o produto em menos de uma semana !,5
Produto ótimo. Entrega antes do prazo. Fornecedor parceiro Americanas excelente.,5
Como posso avaliar um produto que nao chegou!!!!!acho que estao brincando!!!!,1
Muito bom o aparelho e a loja também.  Indicaria pra alguém comprar. Só não gostei dessa caixa de análise.,5
Chegou bem antes do prazo e parece de otima qualidade,5
"Produto muito bom!! AOC pra quem não sabe, é uma das maiores fabricantes de telas LCD e LED do mundo, sem contar que é pioneira na fabricação de televisores mundo afora.",5
este produto é muito ruim é de um amadorismo total parece produto pirata que nem testado fio antes de ser colocado no mercado a venda,1
"Otimo, excelente produto, chegou rapido, dentro do prazo, recomendo, chegou certinho.",5
"Pouco de ruído nas palhetas por serem novas não é normal, porém limpa bem fluxo de água",3
"Muito boa,amei minha tv e  recomendo...Não tenho nenhuma reclamação...",4
"Não tenho uma opnião concreta sobre o produto,pois tive o azar de receber o mesmo com defeito, fiz a devolução no dia 15-12 e ainda estou aguardando um retorno...",1
"O computador condiz com as características descritas. O ponto negativo é o fato do sistema operacional ser o Linux, mas isso está no anúncio.",3
"recomendo esse produto a todos ,um excelente produto.",4
GOSTEI MUITO DO PRODUTO.   É IDEAL PRA QUEM TEM PISCINA.,4
Chegou rápido e a qualidade do celular superou minhas expectativas.,5
Não compre se for dá Up2games ela rouba seu dinheiro ! É vergonhoso como a americanas tem parceria com esse lixo de loja !,1
Boneca Barbie bonita e com bom custo/benefício. Demorou um pouco para chegar.,3
"Veio um pouco arranhado, mais nada de muito grave, outro problema é o frete pra pequenas coisas como acessório, paguei praticamente metade do valor do produto pelo frente!",4
"É prático de usar, o único defeito é não ter adaptador para aspirar de baixo da cama, por exemplo.",5
"Cumpre a função, armazena o que diz armazenar. Veio sem nenhum problema, então de momento, ok.   Vamos ver se tem durabilidade",4
Atendeu minhas expectativas  Prático  Fácil limpeza  Recomendo,3
Panelas super frágeis e a forma retangular já amassou sem nem ao menos ter sido utilizada.,1
"Ele é um protetor  que ajuda a disfarçar as espinhas e cravos. Comprei este produto para minha filha, não é a primeira vez, ele clareia a pele e a deixa uniforme, disfarçando aquelas espinhas proprias da idade. Foi prescrita por um dermatologista. Produto ótimo.",5
Entrega  antecipada ao dia proposto Ótimo celular.,4
Produto otimoooo!  O fio que não enrola é maravilhoso!!!,5
"Legal o boneco, mas é bem pequeno. Da pra comprar tranquilamente por bem menos em lojas fisicas. Custo x Benefício péssimo..",2
