texto,rotulo
Muito bom produto. parabéns ao vendedor que foi rápido na entrega.,5
"Produto fragil,encaixes quebram facilmente para nao ficar mole tive que usar colas nas travas",1
Celular bonito e bom. O único problema é que a bateria é embutida no aparelho. De resto gostei muito.,4
Ótimo produto! Recomendo a todos MI um excelente produto!,5
"O tecido que é confeccionado a capa com zíper deveria ser mais resistente, já está rasgando. Com poucos dias de uso.",2
Passou o Natal e o presente da minha filha não chegou,1
Após ler vários comentários sobre o produto decidi comprar este modelo posso dizer que ela é ótima faz pipoca em 3 minutos o sabor é delicioso. Adorei Muito e meu filho que ama pipoca também adorou demais faz festa ao ver a pipoca caindo no pote.,4
"Estou satisfeito com a compra, ótimo produto e a entrega como sempre antes do prazo, parabéns Lojas Americanas!!",5
"Boa Noite. Comprei um celular na Americanas e ele foi entregue em 11/12/2017, desde a compra o celular sempre desligava e travava na tela Samsung e não reiniciava e isso aconteceu 3 vezes desde a compra e ele sempre esquentava muito e eu nessas três vezes com muita dificuldade consegui fazer ele funcionar a partir daí na quarta vez ele parou de carregar e quando carregava era com muita dificuldade e do nada ontem quando fui carregar ele esquentou muito e não ligou mais.. e meu celular não tem um mês de uso, e não aconteceu se quer alguma vez de ter caído tanto para provar não a sinais de quedas .. é revoltante que confiei três celulares com a Americanas e um escova alisadora é ela não me atenda neste caso.. aguardo o contato. Lembrando que ainda está na garantia.",1
"Analisando  itens como estética, custo benefício, facilidade de manuseio, etc..o produto pode ser considerado ótima aquisição. Ocorre que meu aparelho apresentou defeito de fábrica e está incluso no processo de troca, portanto somente poderei efetuar uma análise mais apurada após o uso contínuo.",2
A dois meses da compra e  o produto não chegou. Fora de respeito  com o consumidor. Nunca mais compro . Experiência muito ruimmmm.,1
"Tinha uma bem antiga que pegava 3 canais, com esta agora tenho 4 !",2
"Celular com ótimo processamento, a bateria do aparelho com o Power pack poderiam ter uma vida mas longa, mas mesmo assim dura o dia todo.",4
era presente de natal e ate agora nada ..acho que a americana deveria pegar de outro fornecedor e cumprir a entrega...me mandando logo e não abrindo um monte de protocolo e resolver que é bom nada...decepcionado ...,1
"Ruim e ruim, basta. Estou esperando uma resposta de como reaver o meu dinheiro.",2
"O produto é bonito,leve e funcional valorizando o ambiente assim como elimina a necessidade de uso da geladeira.",4
Equipamento muito bom é Leve .confortavel e resistente,4
Tem que medir bem antes de instalar da muito trabalho pois não vem com um molde para medir onde furar!,3
"O celular é muito bom, e muito bonito também, amei minha compra!",5
"Muito bom veio no esperado,Não pensei que vinha em 10 dia produto muito bom recomendo a todos que fazer pedido pelo e-mail das lojas americanas não vai se arrepender produto muito bom  Sds Jair feliz ano Novo para toda a lojas americanas em geral",4
"Exelente, recomendo a todos que queiram um celular de ponta. Atende todas suas necessidades.",5
"O produto chegou no prazo e em ótimo estado, tenho sido muito bem atendida quando solicito algo no site.",5
"A tv é conforme a descrição. Entrega muito rápida, muito antes do prazo. Vale a pena.",4
"Muito bom,tudo perfeito,entrega antes do prazo,atendimento top,super recomendo.",5
"Bom dia....  O produto chegou antes até da data prevista,veio certinho e sem nenhum defeito,porém achei a madeira e as gradinhas da cama bem fraquinhas,esperava um pouco mais.Não sei se é pelo fato de estar nova mais ela ta com um pouco de barulho ao se movimentar ou sentar nela.",3
"Na primeira vez de uso, o produto já quebrou.............................................................",1
Muito bom . Até agora funcionamento adequado não apresenta problemas de aquecimento.   Qualidade das imagens muito boa.,4
Ótima! Super pratica dá pra levar em qualquer lugar para minha filha se alimentar.,5
Não consigo acessar os contatos de assistência técnica que são próximo da minha cidade porque minha cafeteira não que passar o tanto de água que coloco e estar saindo umas coisas pretas quando estar sugando a água e tá demorando muito esse processo,5
Atendimento um lixo! O produto estava disponível para compra e não tinha em estoque... péssimo atendimento não recomendo a compr desse produto  para ninguém dessa loja.,1
"No entanto, a data da entrega não condiz com a mesma data que o cliente recebe o produto, mesmo pagando o frete, sendo isso um absurdo!!!",4
"O que houve com a entrega do produto? Estava prevista para 29/12/2017; Até hoje 04/01/2018, não recebi ainda.",1
Um bom produto. Recomendo a compra dele. Estou satisfeita com a compra na Americanas. Chegou antes da data prevista.,4
"Não comprem nesse site, não recomendo. MT insatisfeita!",1
"Gostei bastante. Achei totalmente funcional. Rapidamente o churrasco fica pronto. Parabéns. Só achei um pouco frágil, magrinha. Mas é bacana.",5
"Brinquedo bem acabado em seus detalhes,  entrega dentro do previsto... recomendo.",4
"Ótimo, elástico Mel e todo, ao contrário de uns que vem elástico so nas pontas",4
"Gostei muito, o cabelo é lindo, conforme a foto, somente um ponto negativo não veio limpo...",5
"O produto é muito bom! Só não é excelente porque durante o processo de lavagem para várias vezes, ao meu ver sem necessidade, tendo em vista que já tem duas programações de molho! Mas fora isso, é uma boa lavadora!",4
como posso avaliar algo que nao recebi ainda  se me pedem avaliaçao onde está o meu produto  quem o recebeu,1
muito bom este freezer eu recomendo ele com certeza,5
Adorei este prato pelo fato de ter tampa. Comprei para empresa e quero comprar p mim.,5
maravilha de produto gostei muito.excelente recomendo,5
"Produto comprado para dar de presente de Natal p meu filho. Comprado no 08/12/17, porém só foi aberto no Natal. O CD do jogo estava lacrado porém todo riscado ou seja não funcionou! Liguei na Americanas e me orientaram a falar com o fabricante. Detalhe só por e-mail e teria que enviar para Manaus para análise! Ou seja ficou sem o jogo pois iria demorar uns 30 dias para ir, analisar e devolver um Jogo que funcionasse! Comprei outro na concorrência que veio perfeito!",1
"normal é uma ferramenta de plastico, então não tem muito o que dizer sobre o produto",4
"Este é o terceiro Samsung Galaxy que eu compro, não é bom nem ruim, é regular. Já comprei sabendo, aqui tem uma relação custo X benefício. O Samsung Galaxy J1 2016 é um aparelho antigo, com apenas um 1gb de RAM e 8gb de armazenamento para o sistema e arquivos particulares. Ocorre que: 1gb de RAM é muito pouco, e tendo apenas 8gb para o sistema e outros arquivos..... o sistema horrível da google (android) fica travando e é lerdo demais. De preferência para smartphone com mais de 3gb de RAM e com mais de 32gb para o sistema e arquivos particulares. OBS: expandir o espaço de armazenamento com memory card, nesse caso, não faz a menor diferença. Assim que o o ""sisteminha de 1gb RAM mais 8gb"" do sistema + arquivos estiverem cheios, seus 32 ou 128 de memory card, não farão a menor diferença.....simples assim. -------------------------------------------------------------- Parabenizo as Americanas pelo sistema de vendas, cartão e entrega, como sempre, o atendimento foi ótimo. Obrigado.",2
"Estamos amando a tv imagem perfeita,super fácil de manusear e assistir a Netflix ficou bem melhor!",5
Parece de papel ruim vagabundo não gostei........ruim ruim ruim ruim ruim ruim ruim,1
"poderia ter fundo na parte da peneira, pois da forma que é dificulta muito na hora de prensar, poderia ter furos mais separados e nao com simetria, mas como disse, é regular, esperava mais.",2
"Comprei o Moto G 5S pr um colega que está amando o aparelho. O G 5S é bem fácil de usar e cumpre o que promete. Pr um aparelho intermediário, ele é muito bom!  O tempo de entrega, que conta a partir da aprovação do pagamento, tb cumpriu os prazos estabelecidos. O único senão fica por conta da aprovação do pagamento. Demorou cerca de 3 dias pr o site Americanas aprovar o pedido e manda-lo pr os Correios, tempo este que eu considero excessivo.",4
"Produto funciona corretamente e é muito bom, mas é importante sempre destacar no anúncio que a bateria é de uma boa marca, mas diferente da marca Samsung.",4
"Chegou hj, é lindo, leve, e muito rápido, estava previsto para chegar dia 19, tenho que parabenizar a Americanas pela entrega, muito ágil, quanto ao note, só amores.",5
"Recebi há pouco tempo esta calça que comprei nas lojas americanas.>  Trata-se de imitação em péssimo tecido. Já encaminhei uma mensagem para o Atendimento das Americanas solicitando instruções para fazer a devolução e estorno do pagamento. Um detalhe é importante: Tenho todas as calças Lee Chicago tradicional já lançadas ( azul, água, azul claro, azul escuro,preta e aço).",1
"Produto bem denso, pesado, muito confortável! Vale a pena a compra!! Recomendo.",4
"Produto muito bom, recomendo. apesar de demorar um pouco pra chegar ,mas no final de tudo bem satisfatório..",4
Muito bom! Produto entregue antes do prazo gostei muito mesmo!,5
Melhor que o esperado. Gostei do produto. Recomendo!.,5
Olha gostei do produto ainda não o adquiri pois quero saber se o mesmo vem acompanhado dos cabos USB pois na imagem só mostra a fonte. Sera que alguém pode me tirar essa duvida por favor ?,4
"Gostei muito, ótima Smart tv, melhor do que imaginei.",4
Jogo que o adolescente estava aguardando muito. Ficou super feliz com o presente,5
"um equipamento que não é de ultima geração, mas cumpre a necessidade pela qual me interessei por ele.",4
"Versátil, Fácil manuseio e transporte, com garantia estendida, recomendo.",4
"Excelente bicicleta, muito leve. Estou adorando. Fiquei muito satisfeita com a compra.",5
PRODUTO ESTÁ COM DEFEITO ESTOU ESPERANDO A TROCA QUERO SABER QUANDO VAI SER A TROCA,1
"Superou minhas expectativas produto, leve, design bonito, fininho tela bem grande não trava com jogos, memoria cabe muitaaaaaaaaa coisa tive um Acer anterior a esse era muito bom esse melhor ainda a entrega era pro dia 03/01 Chegou dia 27/12 satisfeita com entrega.recomendo a loja e o notebook",5
Muito bom e ótimo custo benefício. Rápido para transferência de dados.,5
"Produto muito bom, porém produto demorou para chegar, a loja não cumpriu o primeiro prazo de entega estipulado. Fácil montagem e muito bem embalado.",3
"Muito bom custo beneficio, estava apreensiva de comprar o similar, mas me surpreendi, ótima qualidade, muito bom mesmo. :) Comprarei outras vezes...",5
o produto venho faltando o carregador  gostaria que encaminhasse por favor,2
"Não funcionou direito, em 2 dias o encaixe quebrou. Fiz a reclamação e não recebi resposta",1
Muito bom. Mas ñ veio a capinha e nem a película q dos concorrentes vem.,3
"O produto oferece totalmente o proposto, recomendo aos que assim como eu não dispõe de espaço uma alternativa formidável.",4
"Chegou em menos de 1 semana, o jogo veio em perfeito estado, muito bem embalado! Super recomendo.",5
"Mouse com sensor muito preciso, agilidade, conforto e outras qualidades!",5
Excelente produto... entregue no prazo...... Indico..,5
"Panela excelente, segura, antiaderente de qualidade, e as Lojas Americanas sempre surpreendendo quanto ao prazo de entrega. Recomento sempre.",5
"A máquina é bonita, mas simplesmente parou de ligar após o sexto dia de uso. Teremos que esperar 15 dias para a assistência retornar das férias e podermos levar.  Ficou mais tempo parada do que em uso. Tem várias reclamações sobre o produto no Reclame Aqui. Por enquanto não recomendo.",1
"Efetuei a compra dia 27/11/2017, acompanhei o produto que já estava em atraso  até o dia 26/12/2017 e cancelei, e ate hoje ( 08/01/2018) não devolveram o valor, não recomendo esta empresa!",1
Meu neto adorou o livro. Chegou em condições perfeitas. Recomendo o livro e as Lojas Americanas. Compro sempre no site das americanas,4
Comprei este produto pois não aguentava mais ficar esperando as pilhas carregarem para poder jogar e por sinal até agora ele vem suprindo muito bem as minhas expectativas. =),5
Produto superou as minhas expectativas           eu recomendo esse produto,4
"produto como o esperado,recomendo sim... meu filho adorou ..",5
"EXCELENTE,VAI DIRETO PARA A COLEÇÃO DE DISCOS.EXCELENTE !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",5
Produto dês ótima qualidade e com rápida eficiência na entrega.,5
"comprei um j7 menos de dois meses deu problema no cabo flete nao recomendo comprar este produto,fora a entrega da americana que demorou 14 dias para mim entregarem eu paguei frete expresso achei uma falta de respeito com o consumidor.",1
"Para quem não viu esse celular estava sendo vendido na BlackFriday pelo preço de 1299,00. E o mesmo aparelho só que na cor Dourada (onde o preço deveria ser mais caro) estava sendo vendido ontem por 1276,67. Moral da historia na black saiu mais, resumindo a BLACK FRAUDE realmente funciona. Fiquem espertos pesquisem e reclamem, somente assim esses 'Mega varejistas' irão nos respeitar. Ontem publiquei em diversos canais sociais esse Abuso dado pela americanas, e ontem mesmo retiraram meu questionamento aqui no site, Porque será heinnn ???! Quer dizer, após eu reclamar e botar a boca no mundo a Americanas baixou seu preço. Parabéns americanas, vamos ser justos né, ou melhor é sua obrigação tratar os SEUS CLIENTES CONSUMIDORES COM RESPEITO.",1
"Aparelho de excelente qualidade, câmera de ótima qualidade, bonito, rápido e não trava, tem uma excelente performance.",5
"Super satisfeita com o produto, entregue dentro do prazo. Super recomendo!!!",5
"Ótima qualidade, o preço é muito bom para um produto de ótima qualidade",4
"Fiz a compra dia 9 de dezembro e ate agora nao recebi o produto, infelizmente nao posso avaliar o produto",1
o produto é excelente mas comprando separado é muito mais lucro comprei tudo isso e não paguei nem 350 reais,4
"Minha esposa comprou a cerca de 2 meses. até então, sem reclamações.",3
"produto bonito, instalação de média dificuldade, porém é bem barulhento",4
"Prezados, eu não recebi este produto e estou no aguardo das devidas providencias e da devolução do meu dinheiro!",1
"O produto é excelente porém o aparelho que recebi no mesmo dia que liguei ele apareceu a linha rosa algumas horas depois, fiquei muito decepcionado, na internet vários aparelhos S7 Edge com o mesmo problema, a Samsung sabe desse problema mas trata como algo casual, realmente eles não explodem como o Note 7, mas ninguém compra um Smartphone como este e quer mandar para assistência técnica, eu acredito que ainda tive a sorte de acontecer no prazo de validade de 7 dias, a Samsung era para dar retorno do defeito ela nunca ligou para dar uma satisfação, as Lojas Americanas foram muito atenciosa eu recomendo as Lojas Americanas, mas pela Samsung não recomendo, a Samsung poderia ser muito maior que a Apple se tivesse uma boa assistência técnica, a Concierge Samsung ela não resolve nada também é propaganda enganosa, consulte o Reclame Aqui é de ficar assustado, Samsung reconheçam o problema da linha Rosa no S& Edge de vez e ofereçam realmente um celular Top, e de mais atenção aos seus consumidores, o dinheiro que a gente compra o celular de vocês é difícil de ganhar, respeitem mais e com certeza um dia se tornarão muito maior.",5
"Boa tarde, Gostaria de saber se o perfume é original.",2
"Bom produto, peca na cerâmica Frontal. Muito fraca e sem flash",3
"Muito Bom! Chegou antes do prazo, muito bem embalado!  Recomendo!",5
"Excelente esponja em tamanho reduzido para aplicar corretivo na área das olheiras, funciona ainda melhor molhada!",4
"Produto bom. Espero que entreguem logo. Comprei no dia 23 de dezembro e até agora dia 06 de janeiro ainda nem emitiram nota fiscal, já faz 14 dia e até agora nada. Espero que entreguem logo pois comprei este produto para presente e o bebê chega mês que vem.",3
"Excelente TV, recomendo tambem as Americanas. Serviço de qualidade!",5
"A LOJA AMERICANAS ESTA DE PARABENS ,,ESTOU MUITO SATISFEITA COM MEUS PRODUTOS ..SO FALTA AGORA CHEGAR A MINHA BATEDEIRA...ESTOU NO AGUARDO ...",5
"Ótimo produto, chegou antes do prazo e em perfeito estado!",5
"adorei o celular, estou arrasando com ele mas o melhor de tudo foi ter mamado o entregador <3",5
"É um produto muito bom, e recomendo. Está me atendendo muito bem, pelo menos até o presente mail momento, espero que continue.",4
"Comprei, paguei e ate hoje não recebi nem o produto e nem o meu dinheiro de volta. Até o momento a Americanas não fez absolutamente nada, essa empresa é péssima e desonesta. Quero meu dinheiro de volta.",1
"Produto conforme as especificações do fabricante, cumpre o prometido.",5
Combina com o ambiente e as 3 velocidades atendem as necessidades,4
Realizei o pedido em seguida o pagamento porem minha mercadoria ainda não foi entregue. Estou super insatisfeita com a postura da loja em me enviar uma avaliação de um produto que ja se passaram 2 meses e não chegou!,1
Maravilhoso e quentinho. Entrega econômica super rápida,5
Me avisarao todo momentos                              Da compra rebimento despachamento Do produto gostei muito do celular  Atendimento da loja,3
Fiquei muito satisfeito com a qualidade do produto e a entrega rápida.,4
"Muito básico, gostei mais ou menos.   A aparência da propaganda não retrata o produto.",3
"Excelente preço, e entrega bem antes do prazo estipulado. Estou bem satisfeita com o produto.",3
"Excelente compra, preço bom e de ótima qualidade! Atendimento da loja Lcg Eletro nota 10, recomendo!",5
É um aparelho muito bom. Cumpre o que promete. Eu recomendo esse produto...,4
O funcionamento do produto é muito diferente do anunciado. É super devagar. Meu filho detestou.,1
Excelente .............................. Prática  Educativa .....................................,5
Produto bom. Só acho q não deveria absorver manchas,3
"O vendedor deste produto deveria fornecer melhor orientação ao comprador, informando qual o melhor aparelho para ser instalado em sua cidade.   Eu comprei este produto sem saber nada sobre a frequencia utilizada pela operadora na cidade de Guaira-PR. O vendedor deveria fornecer uma relação das frequencias por operadora e por cidade para que o comprador possa escolher qual produto deve ser comprado para ser instalado no local que ele deseja.",5
"indicarei aos amigos, pois tanto os produtos quanto ao atendimento, muito bom obrigado.",5
Só não 10 pro celular pq a camera frontal deixa a desejar um pouco.  Mas é um celular bom e a entrega de vcs mto rápida recebi com uma semana do prazo. Parabéns.,3
Sim muito bom mas as bolinhas são muito fininha e levinha o meu filho não gostou .,3
"Lindo!! Ficou muito chique na minha cozinha, produto de qualidade!!",5
Chegou antes da data prevista ótimo produto booooooooooooooooóooóo,5
"Produto de ótima qualidade, pois conheço os produtos positron.. porem fiquei insatisfeito, pois na hora  de comprar o produto ele dizia que o mesmo vinha pino de fixação e na hora que recebi fui conferir a mercadoria  e o pino não q era descrito na venda não veio e acabei gastando mais dinheiro por causa disso...",2
"DEVEM TER MAIS RESPONSABILIDADE COM O CLIENTE , ISTO É , SE IMPORTAR COM O CLIENTE , DAR ATENÇÃO AO CLIENTE E ATENDE-LO O QUANTO M,AIS RAPIDO POSSIVEL , POR QUE SE COMPRAR UM PRODUTO , É POR QUE ESTÁ PRECISANDO , NECESSITANDO DESTE. HOJE 02/01/2018...SO DEUS SABE QUANTO IREI AGUARDAR PARA A SUBSTITUIÇÃO OU A JUSTIÇA .",1
a parte de cima é larga/grande p; coisa pequenas ok? acho que vai servirr.,3
Recomendo que todos deveriam ler este livro. Vai ajudar a voce ver a vida de uma forma diferente e aprender a entender o que realmente importa.,5
"Produto original, entrega rápida ,eu recomendo  e vou comprar novamente.",5
Chegou em dia é tudo ok Produto original em perfeito funcionamento. Comprarei mais vezes,5
"Compramos para utilizar no camping e ficamos na mão, pois, não funciona. A bateria interna inchou abrindo o produto com menos de um ano, sem nunca ter conseguido carregar sequer um celular.",1
Já terminou o prazo para entrega e não recebi o produto.,1
"o aparelho e muito barulhento, incomoda na hora de usar,teve antes um waterpik era muito mais silencioso do que recebi agora, gostaria que vocés trocassem o aparelho para um aparelho que da para usar, não justifica pagar 635 reais e receber um aparelho desse.",1
Muito bonita eu indico sim eles só não compricom o prazo de entrega deixaram á degejar,5
"A entrega da Americanas foi bem rápida, o produto é bonito mas só funciona se estiver na tomada, não carrega a bateria. Pedi troca e a loja prontamente recolheu o produto com defeito e vai enviar outro.",2
"Ferramentas de boa qualidade. Furadeira operando normalmente. Embora sirva como parafusadeira, o forte dela é a perfuração, pois não há controle de torque, embora isto não seja desvantagem, pois perfurar é a função dela.",5
veio com 50 dias de atraso e mandaram outro produto no lugar com péssima qualidade... nunca mais compro,1
produto de boa qualidade e Americanas super rápida e antes do prazo nota 10 !,4
"A TV em si é boa(design,imagem) mas o som é muito ruim. Pelo que pesquisei na internet, é um aspecto do produto e não um defeito.",2
"Água gelada à disposição: a turma bebe mais água e isso é ótimo. Aparelho silencioso e bonito, com espaço para acomodar uma jarra. Pode parecer pouca a diferença entre pegar água da geladeira ou do filtro, mas, considerando que na geladeira há outras opções e o bom é beber água, a prática mostrou que vale a pena essa facilidade, e a saúde agradece...",5
Produto de altíssima qualidade por um preço justo. Recomendo o produto e a marca.,5
"Gostei da comoda, porem tenho alguns comentarios. A comoda veio com algums arranhoes nas laterais (descascado), acredito q tenha sido na hora de embalar ou no proprio transporte e acho q deveria ter pesinho, quanto ao resto eu gostei.",3
"Produto muito bom. Nada de grandes diferenciais, mas cumpre bem o que está especificado.",4
"Acho que o custo x benefício não compensa, com produtos mais em conta é possível obter um resultado semelhante.",3
Produto foi enviado errado pelo parceiro da Americanas.com o que causou um um grande transtorno no natal pois até a data de hoje minha filha não pode brincar com os acessórios (roupas e varal) do seu presente e seu funcionamento deixa a desejar. O alimentador de água (a bomba d'água) funcionamento irregular e construída com material muito frágil.,2
"Não funciona e demorou muito para chegar. Ele grava até uma parte, depois só aparece a imagem do ícone salvo. Quando você clica para abrir, o arquivo diz estar corrompido ou não gravado e não abre!",1
Não gostei porque comprei esse modelo preto e recebi o modelo branco.,1
"Atendeu bem as minhas expectativas, boa memória e desempenho..",4
"Celular muito bom, não trava atendeu minhas expectativas, não tenho o que reclamar. lojas Americanas como sempre entrega bem antes do prazo, em 04 dias o produto já estava em casa. Recomendo a todos !",4
"muito bom, gostei muito mas bem que poderia a mascara acompanhar o produto.",3
"Produto falso ! Comprei o kit à menos de um mês, as cerdas são duras e JÁ estão tortas, a escrita Marco Boni já apagou.Tenho uma escova dessa original à 2 anos e está melhor que essas novas.Não recomendo.",1
ADOREI O PRODUTO ENTREGA RÁPIDA E EFICIENTE. MUITO BOM.,4
tudo certo ................................................................................................................................,3
Recomendo muito boa.otima qualidade a chapinha e chegou antes do prazo,4
"ótima imagem, fácil conexão com outros aparelhos, fácil de instalar, boa conexão com internet, produto leve.",4
"Péssimo, com tres meses foi para a assistencia ficou quinze dias, voltou travando apagando e a assistencia não resolveu, quem tá afim de passar raiva com smartphone compre Motorola 3 geração, eu quebrei o meu com menos de um ano e comprei um que presta.",1
O produto veio bem embalado e está funcionando perfeitamente.,4
"Produto entregue no prazo, e com embalagem apropriada, pois trata-se de um item frágil.",5
"Produto chegou completo ate o fone de ouvido veio junto tudo da mesma marca LG, melhor compra e melhor produto sem porcento adorei este celular estou super feliz.",5
"Já tinha usado outras vezes, amei a entrega chegou antes do prazo. Meu cabelo está extremamente liso.",5
Só não realiza o cozimento dos legumes à vapor juntamente com o arroz. Tem que ser realizado em separado para um perfeito cozimento.,4
Gostei muito dessas cuecas. São de secagem rápida e de fácil lavagem. Além de serem bem confortáveis.,3
"Ótimo produto, entrega rápida. Uma pena que o produto ficou mais barato logo após a minha compra. Recomendo.",5
Muito bom produto chegou antes do prazo e melhor em perfeito estado recomendo plenamente.,5
"entregaram antes do marcado, mesmo com o frete é mais barato que na loja , apresenta ser bem durável.",5
"só possui 4 elice , os alimentos entram por baixo delas e nao batem, coloquei pedacos de beterraba no filtro e nao bateu nenhum nao recomendo",1
"Muito bom o produto, pena que chegou depois do amigo secreto, qdo comprei dizia que chegaria em 7 dias uteis, depois da compra finalizada e paga veio a mensagem 30 dias para entrega ou seja chegou depois da brincadeira do amigo secreto!!!",5
"Muito bom, minha filha adorou, valeu muito a pena a compra",4
Achei o produto de excelente qualidade. Cumpre muito bem o que promete. Chegou bem rápido também. Recomendo demais.,4
"Comprei um igual a que ganhei de presente de casamento....entrega rápida, antes do previsto.",4
"Fala sério! Estou acompanhando a alguns dias com a intenção de adquirir. Aí o produto que estava a R$ 8.590,00 do nada passa para R$ 9.990,00? Vamos ser mais sérios não é?  Francisco José de Assis Araújo",2
Minha cortina veio rasgada e não consigo contato com.vcs pra fazer a troca.,2
"Produto satisfez minhas expectativa , foi o que realmente esperava da compra .",4
A grade não tão resistente meu animal ficou com a cabeça presa um Golden,2
"acompanhei todo o processo de entrega do produto, fui informada sobreos ocorridos e certamente deu tudo certo. e na retirada dos correios, confesso que gostei muito da qualidade... muito obrigada.",5
um celular simples com um preço justo para oque ofderece,3
"o produto e muito bom muito bonito mas  e mutio pequeno chega  ser um abuso para com o consumidor inclusive estou devolvendo o meu...se houvesse  um maior eu trocaria.. , este acho que não cabe um litro de agua isso e um absurdo..",5
"O produto chegou bem embalado, igual ao da foto, sem defeitos, produto bom e recomendável.",4
"Produto funciona perfeitamente para micro-irrigacão de hortas ou pequenos pomares, ligando e desligando nos horários programados. Econômico e resistente.",5
"Olha o preço, gente, OLHA O PREÇO! Vc piraram? Tão loucos? Q q isso Amricans.",1
"ótima jogabilidade, ótima historia, melhor need for speed de todos os tempos",5
Produto entregue antes do prazo estipulado. Veio embalado com capricho para evitar quaisquer danos. Estou contente com o equipamento e feliz com o atendimento.,3
"Nao estou satisfeito pelo produto, pois nao enviaram o produto certo, foi enviado duas fonte de xbox 360 .",3
"Ele é totalmente diferente do mostrado, é ruim, e apresenta mal contato com os aparelhos, só funciona quando quer e se vc vira a tv ou o objetivo(video game, Apple TV, Pc) ele para de funcionar e não volta, o cabo é muito duro, e não é maleável",1
EXCELENTE CUSTO/BENEFICIO. ERA O QUE EU PRECISAVA!  RECOMENDO!,5
Gente o meu veio com uma barra de ouro dentro. Então valeu ter vendido os rins  pra comprar..,5
Extremamente insatisfeita com o atendimento. Estou aguardando o estorno do pagamento no meu cartão.,1
produto muito bom atendeu minhas necessidades recomendo a quem entereçar,4
"Ótimo produto e muito eficiente, recebi antes do prazo de entrega. muito bom.",5
"Entrei em contato com a loja, e foram claros e atenderam todas as minhas solicitações. Pretendo comprar novamente, recomendo!",5
"produto ruim, manual com poucas informações e o atendimento ao cliente muito ruim",1
"Cumpre o seu papel muito bem, só um detalhe que poderia ser menos largo.",4
"Kit de lâmpada Super Led excelente, recomendo. Houve atraso na entrega porem, tudo resolvido.",5
"O celular é muito bom! Tudo dentro das expectativas, funcionamento, aparência e desempenho!",4
"Produto excelente,  entrega rápida e segura. Com certeza recomendo!",5
Produto é o que eu esperava e ainda não me trouxe problemas. Entrega dentro do prazo.,5
"Veio sem os furos para o suporte que o deixa em pé e as fotos não cabem, tive que corta-las.",1
"Está dentro do que eu esperava, prático e fácil de usar.",3
"bom dia,  devido ao valor, foi até satisfatório o produto,  porém poderiam listar como opcional alguns itens ao cliente pagando a diferença.  o cassete e corrente  poderiam ser shimano,  está dando problemas nas trocas de marchas. Gostaria de comprar outra mais pra frente do mesmo quadro mas com o kit alivio e o amortecedor rockshot de entrada da marca, teria como fazer um orçamento?",3
"Muito bom indico sempre aquele q perguntarem, n tive nenhum problema quanto à espera .",5
Produto muito prático. O cabo poderia ser mais longo.,3
"Gostei do prazo de entrega. Recomendo o site! O site é de fácil acesso, fácil entendimento e bem prático.",4
Estou desde novembro esperando chegar minha tv está no chão se soubesse não teria comprado principalmente nesse parceiro das Americanas Loja do Babai demora muito pra entregar não recomendo infelizmente agora é esperar a boa vontade    deles entregarem!!!!!!,3
Produto excelente e de rápido acesso ao conteúdo do HD externo,5
"Apesar de não incomodar muito, dependendo da proximidade do aparelho, ele emiti ruído. acredito que essa qualidade no produto ainda pode ser melhorada. Mas fora essa inconveniência o produto é muito bom!",3
adorei tanto o produto como a entrega tudo perfeito!!!!!,5
"O celular é maravilhoso, a entrega foi antes do prazo...tudo certinho!",5
"O material é de péssima qualidade,  apresentando partes que podem machucar a criança, como ferpas e pontas. A cor também é muito feia,  bem diferente das imagens disponíveis.",1
"Diferencial no jardim, super moderno! Recomendo a loja também que foi muito atenciosa desde o inicio",5
"Ele e muito bom ,bom, bom , bom , bom. BOM BOM BOM Tao bom ,que fica ruim.",5
"Até o presente momento o produto ainda não foi entregue, portanto não tem como avaliar o prazo de entrega está estipulado no máximo para 24/01/2018, estou no aguardo.",2
"Papel de parede bonito, e de qualidade, destaca a parede",5
"produto muito bom, rapido o preparo, pipoca gostosa e saudavel",5
Quando eu receber eu avalio melhor porque até agora não recebi,1
Produto não tem opção de toque Câmera só funciona com cartão de memória Não veio com fones de ouvido,1
Produto de acordo com o prometido. Boa apresentação e material de revestimento interno adequado.,4
Os carrinhos vem sem rodinhas! Estou decepcionada.,1
Não foi informado no site que para jogar teria que ter uma um conta xbox live GOLD e um disco rígido,1
"Nunca recebi o pedido , era pra ser entrega até o dia 27!! Liguei inúmeras vezes,mandei e inúmeros emails e reclamei inumeras vezes no site!! A loja unca me deu um suporte!! Roubaram o meu dinheiro!! Não recomendo , não comprem, pra não serem enganadoS como eu!!",1
