texto,rotulo
É um produto caro mas a qualidade da água é excelente.,5
Produto ótimo. Exatamente o que buscava. O prazo de entrega foi antecipado. Embalagem bem protetora. Recomendo fortemente,5
"Ela não passou da porta e tive que derrubar uma parede, devido a isso acabei comprando outra para ficar no lugar da parede derrubada e não coube(a tv ficou um pouco maior) e deixei assim mesmo.  Em relação a qualidade da imagem é tão boa que quando mostra uma cena com água você já precisa  preparar o guarda-chuva ou ela te molha.  Produto vale muito a pena e é melhor correr galera pois segundo a americanas só restam 2 em estoque.",5
"ótimo produto, e o melhor entrega super rápida, muito antes do programado, super recomendo, Parabens",5
"Otimo para levar em viagens, além da baixa potência o secador é muito bom!",4
"Não pega Wi-Fi , nem Bluetooth, trava muito , loja não entra em contato ignora qualquer tipo de tentativa de entrar em contato , não comprem péssimo , gastei meu dinheiro atoa o jeito é ir no procon",1
Bom mais poderia ser um pouco mais simplificado as funções para usar o HDMI ou o av,3
Foi entregue na minha casa dia 14/07 e no começo de dezembro ela quebrou e só meu filho de 7 anos que usava. Reclamei e a empresa me disse que só tem 3 meses de garantia. Vou acionar o procon porque isso é um verdadeiro descaso com o consumidor  sendo que na página de compra não tem nada informando que são apenas 3 meses. CADEIRA LIXO!!!!,1
"Movimentos rápidos para todos os lados, meu filho gostou muito. A única desvantagem é a duração da bateria que é pouca.",4
Muito bom chego antes do prazo estou muito satisfeito ...,5
"O produto em questão veio com defeito na alinhamento do ziper, mas o pessoal da Top Chairs foi super atencioso e enviaram outra cadeira para mim, inclusive mostraram outros modelos e eu decidi pela troca do produto por outro modelo. Recomendo muito a empresa, trabalho de confiança. Obrigada",5
Não posso gostar daquilo q não usei. Me deram um código errado que não consta nos Correios já que não estava em casa quando vieram entregar. Estou no prejuízo... Não consigo falar com nem um meio de comunicação das lojas Americanas,1
"Chegou antes do prazo..produto conforme a especificação, muito bom!!",5
"Funcional, sérvio pra mim. recomendo!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",3
"Fiquei extremamente decepcionada por um site como a americanas.com, que imaginava ter credibilidade, demorar mais de quinze dias de atraso na entrega e, pior, vender um produto falsificado. Fiquei totalmente insatisfeita e não comprarei mais no site.",1
"Gente compro a muito tempo na Americana, porém dessa vez foi uma surpresa. Pois comprei meu celular no dia 26 de Dezembro, quando foi dia 29 de Dezembro o celular já estava em casa. Pasmem tomei um susto quando isso aconteceu. Aparelho ótimo entrega de parabéns.",5
Ótima avaliação se considerando a relação custo benefício do aparelho.,4
"Comprei essa prancha e foi um erro! Não esquentava nada, pedi devolução, até hoje sem sucesso. Eles continuam mandando para minha casa, sendo que já coloquei no correio e solicitei estorno. O atendimento foi péssimo, um joga o problema para cima do outro. Não recomendo o produto, e depois dessa, não compro mais na loja online das Americanas!",1
"Um dos piores aparelhos que ja tive,não recomendo,trava do nada,abre apps sozinho,um lixo.",2
Celular com menos de 1 mês de uso já está dando problema.  Está travando o teclado e app.,2
"A maioria dessas pranchas vem com defeito e para resolver o problema, é um cansaço! Ligo, mando email, reclamação, eles mandam de volta, mesmo depois de pedir devolução e o estorno. Péssimo atendimento, péssimo produto. Não recomendo nenhum dos dois, nem a prancha, nem a compra nas americanas já que o atendimento não resolve nada!!!!!!",1
O aparelho é muito bonito e atende ao que preciso. Super rápido a entrega.,5
"O Mouse adquirido foi escolhido pelo meu neto de noves anos de idade, para seu uso, principalmente nos jogos on-line. Ele esta muito satisfeito com o produto. Elogiando a velocidade dos ""cliques"" (não sei qual termo usar para isso). Satisfação total.",5
"Compraria outro,muito bom ,tem tudo o que minha mãe queria.",3
Vento fraco ruim nao seca........... NAO recomendo,1
"agasalho bonito, mas o comprimento das pernas da calça não é condizente com o tamanho do agasalho, a calça ficou "" meia canela"", vou ter que usar, porque se pedir devolução vai demorar demais...  não indico pra ninguém",1
Compra e entrega ocorreram conforme esperado. Estou plenamente satisfeito com a compra.,5
Travesseiro de ótima qualidade... Recomendo o produto! Minhas noite de sono ficou mais agradável com esse travesseiro.... Custo benefício excelente,5
Chegou no tempo previsto. Possui uma fragrância muito agradável.,5
"eu ainda não recebi o meu produto , já faz 1 mês e 10 dias , era pra receber no dia 27 de dezembro de 2017 e não entregou , aguardo resposta obrigado .......................................",4
"Na primeira vez que utilizei funcionou tudo certo, mas quando fui utilizar pela segunda vez, não está transmitindo o sinal de áudio, somente a imagem.",2
"O relógio que eu comprei veio com defeito na máquina, não funciona, mandei pra assistência e ainda não voltou",2
Chegou 10 dias antes do previsto e sem nenhuma complicação.,5
"Prezados, preciso saber as medidas do produto antes de adquirir, favor postar no site ou me enviar.  Agradeço.",1
A BONECA MASHA EMITE O SOM IGUAL DO DESENHO.A RISADA É IGUALZINHA.. MINHA SOBRINHA NETA DE 03 ANOS ADOROU.,4
Parabéns feliz por ter recebido mim prazo super rápido.,4
faz a função perfeitamente vem com standart e o pente,4
Chegou antes do Prometido celular.ótimo atendimento,5
"Entrega recebida antes do prazo dado, satisfeita com o produto recebido",4
"Montei o meu hoje, mas foi uma luta porque não veio com o manual de montagem, nem o encontrei disponível no site do fabricante.  Isso atrasa a montagem e gera um retrabalho enorme quando percebemos de colocar alguma peça. Parece ser um bom móvel, mas com essa ressalva.",3
"Recomendo! Tenho uma XRE300 que com o auxilio do Zé Engenheiro mecânico, conseguimos adaptar depois de 2 dias de trabalho intenso. Ela ficou um pouco mais pesada. Mas valeu muito a pena e cada centavo investido. Em testes iniciais, alcancei velocidades próximas a 425 Km/h. Abraço a todos.",5
"Produto de qualidade muito bom, tem uma memória excelente.",5
PREVISAO DE ENTREGA PARA O DIA 21/12/2017 E ATE O PRESENTE MOMENTO AINDA NAO CHEGOU E NENHUMA SATISFAÇÃO OU NOVA PREVISÃO FOI PASSADA!,1
Muito bom mesmo gostei de mais excelente produto recomendo a todos.,5
"Além de ser confortável, a montagem não foi complexa. Excelente!",5
Obrigado chegou. .. Mas ainda não mexi  pois estou longe,5
"Cumpre o que promete, tem coisas que faça mais saborosa no olheo",5
Gostaria de uma posição sobre a entrega do produto. Pois ate hoje não recebi nada ainda. E havia comprado para ser presente de Natal para minha filha. Produto adquirido a mais de um mês antes do Natal. Peço explicações antes de procurar meus direitos.,1
insatisfeito com americanas não devolveu o dinheiro e nem ao menos tive um retorno!!!,1
"Parabéns Americanas e a parceira Sollus pela rapidez na entrega super antes do prazo... Chegou super rápido e sem burocracia p/ falar com o vendedor, no geral sem problemas na compra. O produto atendeu todas as minhas necessidades!",5
"A bicicleta é linda e cheia de acessórios como a minha filha queria. Mas achei ela muito dura, bruta mesmo para criancas pequenas",2
Veio certinho. Dentro do prazo. Bem embalado. Recomendo.,5
"Dei de presente pro meu amigo pot no carro dele, potencia é exclente, recomendo!",5
"Muito bom, atendeu minhas necessidades. Equipamento robusto e bonito.",4
Na verdade o produto comprei de presente para meu fiho mas ele ficou contente e satisfeito ... Supriu as necessidades dele. Abraços,4
A chapinha agarra no cabelo. Era para ser uma chapinha pequena e veio o tamanho grande.,1
Produto tem ótima reputação e está dentro das expectativas,4
"Produto de qualidade, vale muito a pena comprar. Instalação fácil, sem furos.",5
o bico de saida de agua não para de vazar e não consigo assistencia tecnica ou alguem para consertar.,4
"Smartphone de alta qualidade, me atende em tudo que preciso e o custo benefício é excelente também! Americanas sempre me surpreende com a velocidade da entrega é o cuidado com os produtos embalados. Obrigado Americanas!",5
"Esquenta água rapidamente,comprei três uma ficou comigo e duas dei de presente, as pessoas amaram e recomendam também a compra.",5
"Amei o puff  Super indico  Apesar de ter tido um pequeno problema na entrega ,mas liguei nas americanas e foi tudo resolvido .",5
não recomendo comprei não durou nem 1 ano já queimou.,1
"Entrega super rapida, chegou em 48 horas muito antes do previsto que era 18 dias. Produto de ótima qualidade, imagem e som excelentes.",5
"Fiquei muito frustada ao receber a boneca. Minha filha estava super animada para abrir r quando abrimos, as duas que comprei eram FALSAS! Da pior qualidade. Dessas que você. Mora no camelo por 10% do valor que paguei. Fiquei revoltada e minha filha arrasada. Bem contabilizou as bonecas na sua coleção. Estou vendo para tomar as medidas cabíveis",1
"é lamentável que uma empresa conhecida e conceituada como a Americanas tenha um fornecedor de uma ínfima reputação, como a Forthouse, basta acessar o site: ""https://www.reclameaqui.com.br"" para se certificar disto. Não recebi o produto e estou sendo enrolado por ambas as empresas. Pensarei muito para comprar novamente na Americanas na próxima vez.",1
"É muito prático uso sempre, perfeito para quem precisa descansar os braços não aguentava mais e o canguru me salvou a única desvantagem é que sempre preciso de alguém para me ajudar a colocar a criança no canguru. E não é possível fazer qualquer tipo de atividade com o canguru eu pensei que seria.",4
"Super espaçoso e de boa qualidade. A NetDecor, parceira da Americanas esta de parabéns pelo serviço prestado.",4
"Possui boa capacidade de processamento, excelente qualidade de tela e espaço para aplicativos. A base é bonita e elegante.",4
Foi vendido produto sem estoque. O produto não foi entregue.,1
Totalmente diferente da imagem de venda . totalmente arrependido. Nem brilho tem . he fosco horrivel.,1
"Apaixonada pelo fogão... além de lindo, é perfeito....funciona bem, o forno é enorme e muito potente. Fácil de limpar. Design diferente",5
"um produto de boa qualidade, grande, material resistente, gostei muito. Chegou rápido! Estou satisfeita com a compra.",5
"so tem um defeito em relacao a camara, tem que ter muito cuidado pra nao aranhar, pois sua protecao nao tem nenhuma",3
"Excelente produto! Adorei e recomendo a outros consumdores a comprar, chegou no praso e não tive problema algum!",5
"CADEIRA FRACA ACABAMENTO FRACO, PARAFUSO MAIORES QUE O TAMPÃO QUANDO APERTA SAI A PONTA PRA CIMA DA MESA FICANDO HORRÍVEL",2
ÓTIMO PRODUTO COMPRARIA DE NOVO E INDICARIA PARA OUTROS,5
"O presente foi um sucesso! Ótima qualidade, super fácil de montar.",4
"Couro e forma de baixíssima qualidade, não se levem pelo preço baixo",1
Estou assando praticamente tudo no air flyer. Rápido de cozinhar e fácil de limpar.,5
"O microondas é excelente! Veio muito bem embalado, é grande e moderno.",5
Acho que deveriam dar mais atenção na hora da embalagens o produto veio faltado uma peça do quarda roupa e muitos parafusos,1
"Não recebi o produto ainda , apesar do site acreditar que o mesmo foi realizado",1
Militec muito muito bom o motor ficou mais macio a direção hidráulica e câmbio de marcha que conhece o carro que tem sabe senti a diferença.,5
O acabamento deixa a desejar e a solda é muito rústica.,2
"Produto de boa qualidade, entretanto a filmagem deixa a desejar.",4
Bonito e fácil de instalar. Atendeu super bem nossas expectativas.,4
Comprei pra dar de presente pro meu namorado e ele adorou!,4
"Muito bom produto para limpezas superficiais, principalmente de tapetes e carpetes.",3
Ótimo celular não trava e a entrega foi antes do prazo,5
"Pelo preço eu esperava um resultado mais rápido. Ele diminuiu mas nao removeu completamente com um mês de uso direto. Ele deixa o cabelo bem soltinho e no meu caso de cabelo oleoso, senti que demorou mais para começar a ficar oleoso.",3
"Leitura interessante, agradável e curiosa onde o destino de todo o Império Final está envolto nas brumas, e apenas uma força sobrenatural será capaz de desvendar os mistérios que assolam seus habitantes.",3
A embalagem do boneco chegou toda rasgada e amassada!,1
"A pipoca pode não ficar igualzinha à panela convencional. No entanto, a pipoqueira eletrônica não fica devendo nada pela sua praticidade, eficiência e rapidez. Achei um ótimo produto e, sobre o sal não ""grudar"" na pipoca, devido à falta de óleo, a solução mais rápida é colocar um fio de azeite após a pipoca ficar pronta. Em casa, o produto atendeu o que procurávamos e recomendo a qualquer um que goste de pipocas a se lançar nessa nova maneira de fazê-la, muito mais saudável.  PS: A entrega, com retirada na própria loja, achei que não foi rápida. Demoraram um pouco para o envio do produto, após a confirmação de pagamento. Não sei se voltaria a comprar nas Lojas Americanas. De qualquer forma, outro e-commerce me atendeu muito mais rápido.",5
"Para limpeza de mesas, recolhe as migalhas que ficam sobre as mesas.",3
Site desatualizado: O filtro possui apenas 3 estágios e não 5 como informado.,2
jogo otimo grafico perfeito...............................!!!!!!!!,5
"o produto foi entregue errado, recebi uma balança de cozinha haha palhaçada",1
mto bom...................................................................,5
Não recebi o produto.... FEEDBACK da empresa não está sendo satisfatório,1
Excelente produto: ótima qualidade e conforto.Recomendo,5
"comprei  um produto cujo nome diz claramente do que se trata ,mas para minha surpresa recebi 02 (dois) cartuchos na cor ""PRETA"" ,cortrariando inclusive o título ""combo preto + color "" ,e agora o que faço ??? ( acho que nunca mais visitarei este site )",1
Produto muito bom.só que poderia ter vindo com o suporte de fixação se for comparar pela. qualidade e  o valor do produto,3
"Meu filho amou o jogo, fora que a entrega foi super rápida!!!!!!",4
"produto atendeu minhas necessidades, porém poderia ser um pouco maior.",5
"Hahahahaha.. Se eu já tivesse recebido, teria o maior prazer em avaliar. Porém, nada de produto até agora.",2
"Muito prático fazer churrasco! Assa rápido os alimentos, não gera fumaça e fácil limpeza! Recomendo colocar um papel alumínio na bandeja para facilitar ainda mais a limpeza. O sabor é muito bom! Bem parecido com a churrasqueira de carvão... A diferença é que no carvão a fumaça fica um pouco impregnada na carne e dá um sabor levemente diferente... Mas nada que seja ponderável... Até porque é menos saudável. A estrutura poderia ser mais reforçada. Moro em apartamento e pra mim foi excelente! Recomendo a todos!",4
"O produto chegou rápido, tudo certo e bastante resistente.",5
"Tive uma surpresa muito grande com o meu produto !  O Preço estava excelente, oque já é um grande ponto, mas fora isso a entrega foi simplesmente fantástica, pois o prazo era de Aprox. 15 a 20 dias, entretanto o produto chegou em 5 dias, fiquei extremamente satisfeito com isso.  A mercadoria chegou lacrada com papel bolha, dentro de uma caixa de papelão, e junto do produto havia um Bombom de chocolate com uma mensagem agradecendo a compra. Considerei isso como um gesto diferenciado de carinho e atenção ao cliente.   Recomendo e irei optar por essa loja parceira em todas as minhas futuras compras !",5
"atendeu minhas expectativas , recomendo para quem procura um aspirador de qualidade.",4
Cartão excelente para vídeos full HD. Recomendo o produto e o vendedor.,5
"Ótimo assento, mto funcional para crianças maiores. Preço justo",4
"Chegou tudo certo, sem nenhum arranhão, antes do dia previsto.",5
Vou cancelar pedido. Não recebi mercadoria ainda Nem faturou aindaaaaaaaaaaaaaaa,1
"Produto Perfeito em todos os aspectos,  som e imagem excelente.",5
O efeito deles é sensacional já na primeira semana!,5
"muito decepcionado pois fui enganado, no momento da venda estava 13 dias e ja vai fazer um mes ou mais, vou pensar 1000 vezes antes de comprar nas americanas novamente pois pois fui enganado mandei uma questionamento e ainda nem fui respondido.",1
"Produto de entrada e não devemos esperar muito dele, mas dentro de sua categoria é uma boa escolha.",3
Atendeu bem às minhas expectativas. Era o que eu esperava.,4
"Lindo,leve e atendeu minhas expectativas!valeu a pena,custo baixo com qualidade.",5
"Senhores, espero voltar a valiar o produto quando V Sas nos enviarem as peças faltantes. Já notificados, informaram que cuidarão da solução, mas por enquanto NADA DE SOLUÇÃO. Peço especial fineza enviar o restante das peças c/elencadas e pedidas! Um presente de Natal, uma criança de 3 anos frustada, e toda Familia aborrecida! Alias, nos ajude a avalia-los bem, nos enviando um outro produto igual, montado, testado, e devolvemos com prazer esse que v Sas nos entregaram!  Assim quero voltar a AVALIA-LOS, BEM, E DE FROMA POSITIVA> AT VALDEMIRO 11 46581190/11998872660",1
Recomendo. Para crianças que gostam das super heroínas. Minha irmã adorou.,4
"Adorei o produto. Prático e eficiente.  Um pouco barulhento, mas não conheço aspecto ardor silencioso. Muito fácil a limpeza do aparelho, também !!",5
"O produto chegou antes do prazo previsto, fiquei muito satisfeito.",5
Nem recebi o produto como estão me pedido avaliação?,1
Tudo bem ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,5
Fácil de usar. Discreto. Pode ser levado a qualquer lugar.,5
Até agora não recebi o meu pedido  Pós paguei pra receber em casa depois voces manda retirar nos correios eu vou  aos correios o produto ja esta devolvido.,1
GOSTEI DO PRAZO E DA AGILIDADE DA ENTREGA E DO PRODUTO,5
"Como posso avaliar um produto no qual não foi entregue, entregaram apenas a caixa vazia, só com os acessórios",1
"O produto foi recebido conforme esperado, mas após muita confusão. Devido a instabilidade do site da Americanas.com que informava um status errado do pedido, gerando confusão.",5
Sou grato ao fornecedor que me atendeu tempestivamente com um produto muito bom.,4
"O produto é excelente, funciona muito bem, produz gelo muito rápido, quando se coloca água gelada vai mais rápido ainda, mantén o baldinho da cerveja sempre com gelo, recomendo.",5
"Atende o esperado, chegou antes do período previsto.",3
Muito bom recomendo fantasia de material muito bom.,5
"Recomendo , muito bom , produto melhor do que eu esperava !!!",5
"O produto tem uma qualidade regular, deixando a desejar nos acabamentos. Meu produto chegou com algumas portas arranhadas, com uma das laterais da estrutura quebrada e veio com puxadores de portas que não são os que estavam na foto do produto. As gavetas vieram faltando o acabamento branco na parte que ficam expostas e isso tornou a qualidade do serviço bem ruim. Resumindo, o guarda-roupa tem um planejamento ótimo, é espaçoso e bem distribuído, mas deixa a desejar muito no acabamento e na integridade do produto na forma de como ele é entregue na sua casa.",2
"No mesmo momento que efetuei o pagamento tb cancelei. Propaganda enganosa, simples assim. O site me vendeu o perfume de 100ml a um determinado valor, achei barato por isso comprei. Mas depois que efetuei o pagamento percebi que não vinha na confirmação do pagamento a descrição do produto. Espertos! Outra coisa, a distribuição é feita por outro site. Antes de pagar eu consultei esse site e o mesmo perfume de 100ml estava com o mesmo valor do site das americanas. Porém exata após efetuar o pagamento tanto esse site quanto o da americanas mudaram o valor. A jogada era entre 30ml e 100ml. O cliente comprava e pagava 100ml quando estar bem barato mas logo após, se fosse esperto, descobria que comprou 30ml. Eu deveria ter prosseguido com  tudo para depois processar. Nunca mais compro ou recomendo.",1
"O produto atendeu às minhas espectativas, sendo confeccionado com material de boa qualidade. Montagem rápida e prática.",3
"Gostei muito do produto, ótima qualidade , desempenho , e rapidez na entrega ! A americanas está de parabéns pelo serviço prestados a seus clientes.",4
"Ótimo preço, chegou na data prevista. Gostei muito",5
"produto totalmente diferente da foto COR e ALTURA solicitei cancelamento da compra, já devolvi o produto e ainda não recebi retorno das Americanas.",1
Apesar da demora na entrega o produto é muito bom!,5
Não posso opinar o meu microondas veio com defeito sem mais,2
Chegou muito rápido gostei é recomendo produto de excelente qualidade,3
"Achei caro, boneca pequena. Uma disparidade entre o preço e a dimensão do mesmo.",2
ENTRE RÁPIDA E EFICIENTE E OS PRODUTOS DESTA LINHA SÃO DE ÓTIMA QUALIDADE!,5
"Eu não recebi o produto , vocês não acompanham mais o rastreamento do correio por favor visite o site do correio e se informem , eu não recebi o produto",1
Funciona muito bem. Atendeu todos os requisitos .Internet muito boa .excelente compra adorei.,4
"Minha filha adorou, chegou antes do Natal, q era o q eu precisava. Tudo certo na entrega.",5
"O mouse é ótimo, bonito ao extremo e é bastante confortável de usar.  Recomendadíssimo.",5
"Adquiri a R$ 1765,00 e não tenho do que reclamar, exceto talvez pela posição de algumas teclas que são um pouco confusas. Quanto ao hardware, excelente.",4
"O produto foi para mim acima de minha expectativa.  Desde a qualidade, o preço e o tempo para entrega do produto, foi tudo muito bom! Estou utilizando o produto com tranquilidade desde o dia que me foi entregue com muitas vantagens. Eu recomendo esse fornecedor.",5
Só tem defeito . TEM o som muito baixo  SE fosse um pouco mais alto seria bem melhor. SÓ da pra ouvir música perto do produto.,3
O produto realmente proporciona um conforto a mais na cama. Bem macio!,3
"No meu caso, a eficácia não foi total, em menos de 20 dias da primeira dose as pulgas retornaram, estou na segunda e avaliando melhor, não estou totalmente satisfeito, não pretendo comprar novamente esse produto, comprei outra marca com melhores resultados",2
O produto cumpre o que promete. Surpreendeu-me muito positivamente. Recomendo.,5
"Ótimo produto. Entrega antes do prazo, vale super a pena pelo custo-benefício.",5
"O produto chegou no tempo previsto. O designe bem legal, boa empunhadura, muito prático o manuseio com o kit de acabamento.",5
"bom de mais, top mesmo e a entrega rápida, Lança Dardo Ner Mega Lightning Bow Nerf",5
Não durou nem um pouco. Já queimou nas primeiras utilizações no carro.,1
"Um bom produto, porem exige cuidados quanto ao forte cheiro que possui recomendo utilização de máscara, ventilador e toalha de rosto húmida. Da um bom resultado a cada aplicação .",3
"Produto conforme anunciado, prazo de entrega ok e qualidade e acabamento conforme anuncio",4
O produto atendeu minha expectativa e necessidade.,4
"Produto não original, não causa efeito do qual eu já conhecia.",1
"Ótima qualidade e entrega rápida, super satisfeita!",4
comprei pensado vem varias cores detre elas branca e pra surpresa nenhuma branca de sortido nada,3
O relógio é de ótimo acabamento parece bem resistente e paguei um excelente valor! Valeu muito a pena.,5
"A cristaleira parece muito bonita e bem feita, mas não pode ser chamada de luis XV, pois difere totalmente do estilo daquele mobiliário.",2
"Livro chegou em perfeito estado, e bem antes do tempo previsto",5
porem a compra no site da lojas americanas deixou a desejar,5
"Os copos são lindos , mas a primeira vez que lavei , já saiu a tinta , gostaria de uma explicação do fabricante",1
"Ótimo produto, mantém uma luz acesa enquanto carrega e apaga depois de pronto. Não aquece as pilhas no carregamento.",5
Gostei do produto meu filho amou bom para jogos infantis,3
"Gostei do produto, pois está conforme constava no anúncio.",4
"O produto é bom, fácil de mexer e a entrega foi super rápida.",3
Suçerou minhas expectativas. Entrega antes do prazo.,5
"Produto chegou bem antes do prazo,Lojas  americanas está de parabéns.  Produto cumpre tudo o que  promete, super indico!!!",5
"Produto ótimo, proporcional brilho e nutrição para os meus cabelos.",4
"Smartphone simples, mas muito bom. Com um ótimo desempenho, atendeu às expectativas.",4
"SO FALTOU TER UMA GRADE MAIOR DE APLICATIVOS, MAS FORA ISSO  O PRODUTO É EXCELENTE.",4
"Amei o conjunto, panelas fortes e bonitas.Tirando o fervedor achei pequeno. Perfeito.",4
"Produto muito bom, chegou a tempo para o Amigo Secreto da empresa.",5
Tv com qualidade de imagem excelente. Fácil instalação e manuseio.,5
"Americanas vendeu através de um terceiro que mandou uma bateria usada. Agora estou com 2 problemas. 1) ainda estou com uma bateria ruim no celular e 2) sobrou pra mim resolver esse ""engano"" com o fornecedor da americanas, que só quer me devolver o dinheiro depois que eu re-enviar essa bateria que não serva pra nada! PÉSSIMO. Me mandaram um código de devolução dos correios que não funciona! PERDI MEU DINHEIRO",1
Jogo muito bom. Recomendo. Meu filho adorou. Conforme anunciado.,4
"Não gostei muito da imagem e a TV está apresentando problema no WI-FI. O WI-FI não reconhece nenhuma rede de internet, apesar de estar ligado, conforme recomendação do manual.  Como posso resolver esse problema? Teria como substituir o aparelho?",1
"Ele brilha, e tem sons de combate, excelente produto.",5
Já mandei vários emails dizendo que não recebi o produto e que não vou receber pq o parceiro disse que veio com avarias e não vai entregar e vcs me mandam um e-mail desses? Que erro de CRM básico! Estou com muitos problemas neste caso e me preocupa a falta de profissionalismo de vcs.,1
"Produto violado, entrei em contato com as americanas via telefone e os mesmos estão me enrolando desde o dia 27 de Dezembro para acertar um carregador que segunda a própria apple fala que pode ter havia uma violação ou ate mesmo que o aparelho possa ser falso por conta do carregador ultrapassado, estou tendo que carregar o Meu produto no notebook via usb pugli da tomada não existe mais no Brasil e nem na minha casa, ele é quadrado e estrume obrigando a esperar resposta do fornecedor de vcs sendo que eu comprei no site americanas e não diretamente com eles levando a um sonho de dar de presente para minha filha um inferno!",2
Ótimo produto. Como esperado. Vale a pena. Recomendo. Excelente custo benefício.,5
"Excelente jogo, até mesmo para os adultos, gosto muito desse jogo e presenteio sempre as crianças com ele.",5
Adorei o produto. Compramos aqui para o escrituro!Água bem gelada!,4
"Maravilhoso, rápido, excelente câmera com flash muito bom.",5
"Equipamento de qualidade, silencioso, gela muito bem. Recomendo a compra. Vale a pena.",5
"RAPIDO, BATERIA DURA MUITO, AS PORTAS ESTÃO NA PARTE DE TRAS DAS LATERAIS ISSO AJUDA MUITO , ACER SEMPRE FOI BOA É MEU SEGUNDO NOTE EU RECOMENDO",5
a entrega pelas lojas americanas e exelente  e o atendimento e otimo,4
"A qualidade da reprodução é excelente, com respostas em todas as frequencias e o suporte do aplicativo da mais uma dimensão divertida ao uso da caixa e seus recursos",4
"parecia melhor, muito fina, estava pensando que seria mais fofinha, não compraria novamente",2
"PELO VALOR, ACHO MUITO FRÁGIL PRINCIPALMENTE AS RODINHAS , QUE POR SEREM FEITAS DE MATERIAL, MUITO FINO AMASSAM COM FACILIDADES.",4
"Brinquedo chegou quebrado. Não funciona.  Agora tive que devolver pelo Correio.  No final, compra pela internet acaba dando mais trabalho do que comprar numa loja fisica. Agora tenho que esperar pra ver como vão resolver meu caso. Vão trocar o brinquedo ou devolver meu dinheiro?",1
Ele nao fica na posiçao maiot fica diminuindo....e veio faltando  a tampa lateral.,1
"Atende o propósito, só não pode ter um pneu muito alto. Do mais sem problemas",3
Aparelho muito prático e de excelente custo/benefício.,5
"Aparelho supera as expectativas, ótimo custo benefício.",4
"Muito útil e versátil, sirvo salada ou levo ao forno, uso para marinar carnes, enfim... muitas utilidades. Comprei em três tamanhos diferentes para diferentes ocasiões.",5
Foi tudo perfeito! Entrega no prazo e produto perfeito!,5
"Um excelente jogo pra quem é fã da saga. Gráficos perfeitos, personagens novos e uma história bacana.",5
Os meninos não param de brincar com o Lego. E chegou a tempo antes do Natal.,5
pessimo sem manual de como usar ou mesmo colocar as pilhas.,1
"Chegou antes data ,por isso sempre compro nas Americanas e recomendo ..",5
"Chegou antes do prazo, ótimo produto.  É conforme a imagem.",4
"Um produto de ótima qualidade. É uma máquina, bem silenciosa. A entrega foi muito antes do prazo de entrega.",5
Indico o produto para todos e o atendimento das Americanas de excelente garantia.,5
"Muito bom, chegou dentro do prazo em perfeito estado.",4
"Produto frágil , a potência até que é boa , mas o problema é que na descrição diz claramente que acompanha bocal para limpeza de cantos coisa que não é verdade  , acho que devem mudar isso para os clientes terem a informação correta sobre o produto . Na questão da entrega a Americanas mais uma vez foi show , entrega bem antes do prazo",2
"Ótimo purificador para sua proposta, atende perfeitamente, água pura e sem odores uma ótima vazão, design muito bonito e tamanho perfeito. Aprovado!",5
recomendo o fornecedor chegou no prazo o transporte,5
Está muito caro tem lugar vende o mesmo produto com frete grátis mais barato,5
"firma sem nenhum respeito ao consumidor, já foi adiado duas vezes o prazo de entrega",1
Uma execelente escritora um livro excepcional bom mesmo. Eu recomendo compra uma boa leitura. Excelente!,5
"Até agora não tenho nenhuma reclamação do aparelho, muito bom.",4
Ventila muito bem ! recomendo comprar este ventilador,4
"Produto muito bom, já veio tudo encaixadinho, ainda com linha, carretilha e agulha extras. Li todo o manual, mas ainda assim vi uns vídeos na internet pra ver como manusear e ela é super simples, não tem segredo. Nunca soube mexer em uma máquina e tá dando certo.",4
Ótimo produto muito agradável e saboroso pra quem gosta de um cowboy e qualidade,4
"A tv e bem leve e compacta. Executa o smart hub sem problemas. Liga bem rapido. So deixa a desejar no som, que na minha opiniao  bem fraquinho, alem de ser baixo, mas para um quarto, esta bom.. A entrega foi super rápida!",4
"Excelente produto, cumpre o que promete..............",5
Chego no prazo e em perfeito estado. Recomendo comprar no site,4
Chegou antes do prazo!  Meu filho adorou. Bom estato.,5
"A mochila é muito boa, tanto de espaço interno quanto a resistência. O único porém é que o tecido das costas esquenta muito, mas de resto é realmente excelente para o uso diário.",4
"Produto de excelente qualidade, ótima bateria, celular muito bom mesmo, recomendo",5
Produto excelente. Demorou a chegar. mas por responsabilidade dos Correios.,5
"FRETE MUITO CARO, INVIABIALISA O PRODUTO. QUANDO BAIXAR O FRETE ME MANDE EMAIL!!!!!!!!!!!!!! sidney",4
"recomendo a compra deste produto, entrega rápida e confiável",4
"Rápida, pratica e simples de trabalhar.Recomendo o produtos. E a entrega bem antes do previsto. Parabéns.",4
Minha filha e eu amamos. <3  Ela só quer ficar brincando no chão agora!,5
"O Produto é bom, vem com hélices para a reposição e a entrega foi super rápida.",3
"Muito ruim tá saindo tudo enchimento do cobreleito fica cheio de fiapos para fora, não recomendo para ninguém muito ruim.",1
Gostei muito do produto é bem resistente grande fácil de limpar e é  linda,5
"Muito prática, ótima qualidade. Ideal pra gente! Gostei muito!",5
